"Month","Concession","Type","ATC1","ATC1_desc","ATC2","ATC2_desc","Scripts","Cost"
"8613","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",287439,8266696.17
"8644","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",259021,7587319.5
"8674","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",232200,6899738.15
"8705","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",219619,6604506.19
"8735","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",247433,7564031.67
"8766","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",174970,5401221.49
"8797","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",263508,8144031.57
"8825","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",353598,11030199.01
"8856","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",328181,10238086.6
"8886","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",360649,10910456.09
"8917","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",352774,10785165.77
"8947","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",337476,10415991.41
"8978","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",346762,10855759.23
"9009","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",302092,9565858.6
"9039","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",276893,8853449.47
"9070","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",260167,8408906.08
"9100","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",250039,8171395.92
"9131","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",234021,7805693.62
"9162","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",323152,10884001.12
"9190","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",403350,13730060.66
"9221","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",390828,13370488.85
"9251","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",414549,14316841.48
"9282","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",398018,13851032.4
"9312","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",376992,13353808.86
"9343","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",376646,13540036.1
"9374","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",317215,11541200.67
"9404","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",314680,11600465.44
"9435","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",273466,10208516.8
"9465","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",270666,10228098.2
"9496","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",264312,10128130.96
"9527","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",366447,14224275.97
"9556","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",407073,15324096.43
"9587","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",428171,16068131.39
"9617","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",455726,17165134.44
"9648","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",406466,15380699.19
"9678","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",425115,16270320.09
"9709","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",372155,14389943.37
"9740","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",344343,13407877.26
"9770","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",324281,12811382.26
"9801","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",284453,11311028.77
"9831","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",300417,12014066.91
"9862","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",261160,10498882.3
"9893","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",363822,14923124.85
"9921","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",415451,17091026.21
"9952","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",454352,18608128.02
"9982","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",461850,18876079.39
"10013","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",454065,18540705.42
"10043","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",445512,18417883.28
"10074","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",378799,15637257.41
"10105","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",358982,14955900.72
"10135","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",336941,14169951.4
"10166","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",284383,12003685.54
"10196","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",321263,13637748.49
"10227","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",238290,10133559.94
"10258","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",409954,17391391.33
"10286","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",442805,17529087.36
"10317","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",450384,17674951.06
"10347","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",471578,18410458.84
"10378","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",461447,17916226.91
"10408","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",453780,17668189.77
"10439","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",387752,15189375.88
"10470","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",385983,15465583.01
"10500","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",333623,13434918.14
"10531","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",305632,12373871.06
"10561","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",316566,12918233.37
"10592","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",256125,10534985.91
"10623","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",393936,16598972.01
"10651","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",531034,22302534.66
"10682","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",476963,20071778.42
"10712","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",505868,21323585.7
"10743","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",495538,21263665.84
"10773","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",484509,20971295.7
"10804","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",447393,19095584.72
"10835","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",401837,14692607.64
"10865","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",352883,12814451.53
"10896","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",330962,12036964.25
"10926","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",324863,11252330.93
"10957","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",279176,9710560.82
"10988","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",449286,15776523.71
"11017","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",524760,18278397.51
"11048","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",513318,17916483.91
"11078","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",540451,18927275.13
"11109","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",521191,18119486.53
"11139","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",533282,18648894.52
"11170","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",467134,16418388.81
"11201","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",378550,13289101.07
"11231","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",391201,13849085.49
"11262","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",335999,11912852
"11292","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",302420,10799968.03
"11323","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",329157,11815340.99
"11354","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",454378,16529644.86
"11382","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",598574,21472265.3
"11413","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",549230,19765251.05
"11443","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",588345,21158340.72
"11474","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",512496,18521450.87
"11504","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",532755,19513730.77
"11535","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",481425,17284675.42
"11566","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",396117,13407740.81
"11596","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",411914,14057582.63
"11627","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",386706,13424199.69
"11657","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",315266,11060892.94
"11688","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",394152,13990100.36
"11719","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",553390,19844855.21
"11747","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",613082,22202836.37
"11778","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",653867,23860140.73
"11808","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",705235,25756374.78
"11839","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",584328,21438778.37
"11869","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",616451,22758549.32
"11900","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",506754,18918332.36
"11931","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",464806,17766132.38
"11961","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",424118,16421329.77
"11992","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",361805,14093380.01
"12022","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",343789,13483884.81
"12053","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",385471,15219918.18
"12084","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",596353,23659695.55
"12112","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",672202,26784161.02
"12143","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",651924,25991135.22
"12173","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",731948,29302167.61
"12204","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",658040,26396180.98
"12234","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",626674,25209553.17
"12265","Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",526546,21254771.27
