"date","Tmort","Rmort","Cmort","Temp","Rhumid","CO","SO2","NO2","HC","Ozone","Part"
"1970-12-07",170,12,95,75,49,25.33,3.33,17.33,100,6,82.4
"1970-12-08",199,13,101,61.6,76.8,23.5,5.83,17,118.33,4.5,80.17
"1970-12-09",170,7,91,62.4,67.6,11,2.67,7.83,46.67,2.17,44.67
"1970-12-10",151,3,85,70.6,50.6,20.83,2.67,9.83,70,4,68
"1970-12-11",159,10,86,72.4,32.6,21.5,2.83,10.5,68.33,4.17,67.83
"1970-12-12",189,11,96,73.4,37.6,19.33,2.17,11.5,76.67,4.33,66
"1970-12-13",208,7,114,62.8,60.8,19,2.17,10.67,81.67,6,66
"1970-12-14",187,6,108,62,59.8,11.5,1.83,8,48.33,4.33,46.67
"1970-12-15",196,13,107,60.8,66.4,18,2.67,11,68.33,4.17,63.83
"1970-12-16",193,11,104,56,79.2,17.83,3.5,11.17,88.33,1.67,71.17
"1970-12-17",200,13,110,56.2,69,10.67,2.17,4.67,53.33,2.17,48.5
"1970-12-18",160,9,81,54.2,69.2,10,2,4.83,50,2,44.17
"1970-12-19",187,8,95,54,76.4,9.5,1.17,4.67,38.33,2.33,43.33
"1970-12-20",187,5,96,52.8,76.6,7.67,1.83,5.33,46.67,1.33,33.33
"1970-12-21",169,5,86,54,78.2,10.67,1.67,4.67,48.33,2.33,45.5
"1970-12-22",182,5,111,56.8,70.4,18.33,1.33,8.67,68.33,1.17,68.33
"1970-12-23",165,14,81,60.2,59,17.83,2.67,10,70,2.5,67.67
"1970-12-24",172,5,96,59.2,52.8,12,1.5,6.83,46.67,1.67,55.17
"1970-12-25",205,8,116,64.4,48,16.67,1.83,9.83,85,2.17,68.83
"1970-12-26",205,9,116,57.4,55.4,15.5,3.5,10.33,68.33,1.33,70.17
"1970-12-27",208,13,114,59,69.6,15.67,2.5,8.67,76.67,2.83,70
"1970-12-28",195,12,114,60.2,67.4,17.83,2,10.83,73.33,3.33,68.83
"1970-12-29",189,6,112,62,62.6,19.17,3,10.67,61.67,3.17,70.33
"1970-12-30",203,13,113,68.8,61,19.33,3.17,16,65,3.67,73.67
"1970-12-31",191,9,101,71.2,56.8,24.67,3.67,24.67,80,3.5,88
"1971-01-01",208,9,122,63.4,70.8,18.17,4.67,19.5,96.67,5,81.17
"1971-01-02",203,9,114,58,58.2,4.17,1.83,4,46.67,2.17,23.5
"1971-01-03",197,6,112,54.2,20.4,8,1.83,4.17,48.33,2.17,52.33
"1971-01-04",234,7,128,53.4,30.2,12.67,2.17,6.83,55,2,67.67
"1971-01-05",185,7,106,55.4,32.6,10.33,3.33,9.33,58.33,1.83,98.67
"1971-01-06",196,8,106,54.8,24.6,12.67,2.5,8,56.67,2.17,69.67
"1971-01-07",231,12,133,55.8,36.2,17.67,4.67,9.5,65,2.5,97.5
"1971-01-08",214,14,131,57.2,49.2,18.17,4,12.5,78.33,2.5,87.67
"1971-01-09",236,15,128,57.4,64.2,17.5,3.83,13,83.33,3.17,82.67
"1971-01-10",187,19,96,57.8,69.8,14.67,2.5,9.67,75,4.67,73.67
"1971-01-11",214,10,115,51.4,77.8,16.5,3.5,11.17,118.33,1.5,83
"1971-01-12",194,15,106,53.4,81.8,13.67,3.5,9.33,68.33,1.33,64.83
"1971-01-13",170,8,88,53,79.6,11.17,2.33,6.5,60,1.5,55.33
"1971-01-14",212,10,105,59.2,70.8,14.83,2.33,10.67,65,3.17,63.33
"1971-01-15",196,15,105,70.2,51.2,24.17,2.67,15,88.33,4.17,81.67
"1971-01-16",196,14,105,77,43.4,21.83,3.33,19.5,86.67,5.83,82.33
"1971-01-17",213,15,121,83.2,40.6,19.17,3.33,22.83,86.67,7.5,67.17
"1971-01-18",253,12,139,88.8,46,23.67,5.17,24.83,80,12.83,84.67
"1971-01-19",218,11,119,84.2,51.6,25.33,5.67,23.67,103.33,14,94.17
"1971-01-20",211,14,119,69.6,73.4,19.5,4.67,20.33,91.67,10.33,89.17
"1971-01-21",193,18,103,55.6,82.4,7,1.83,8.33,43.33,2.83,44.67
"1971-01-22",212,10,109,60.8,70,11.5,2.5,10.5,60,5.33,60.17
"1971-01-23",180,10,91,60,70.8,10.83,2.33,8.83,70,8.33,54.83
"1971-01-24",196,16,121,54.2,77.8,10.5,2.5,10.67,88.33,5.33,54.17
"1971-01-25",199,20,109,65.8,66.8,21.17,3.67,23.5,100,9,86.5
"1971-01-26",174,12,96,81.6,40.6,22,4.17,22.67,80,5.33,83
"1971-01-27",170,11,99,81.6,36.8,23.67,3.67,21.83,73.33,6.83,70.83
"1971-01-28",205,13,116,84,36.2,22,3.83,20.33,75,4,77
"1971-01-29",177,21,91,83.6,36,23.67,4.67,21.5,85,6.33,75.33
"1971-01-30",206,10,104,78.6,41.4,23.17,4.33,21.67,85,10,71.83
"1971-01-31",197,11,109,61.6,69.6,19.67,6.5,32.67,96.67,3.67,84
"1971-02-01",190,17,104,58.6,73.6,13.5,4,16.83,63.33,4.33,67.67
"1971-02-02",178,6,94,57.8,68.4,7.17,2,8.5,40,2.5,42
"1971-02-03",191,20,108,64.2,64,12.5,2.67,15,62.5,4.83,58.67
"1971-02-04",180,16,78,65.8,57,14,3.83,19.17,75,5.83,73.17
"1971-02-05",194,9,108,63,64.4,14.17,4,21.83,87.5,7.67,72.83
"1971-02-06",196,9,111,63.8,68,13.17,3.5,15.17,65,9.17,63.83
"1971-02-07",176,10,99,67.2,69.8,13.5,3.5,19.33,82.5,10.67,68
"1971-02-08",193,13,100,64.2,69.2,14.83,6.17,23.83,65,8.5,77.5
"1971-02-09",257,13,120,78.2,44.6,19.5,4.83,27.5,85,7.5,85.5
"1971-02-10",221,16,105,83.4,30,20.5,4.67,18.83,80,6.5,76.33
"1971-02-11",214,10,121,82,38.8,24.17,9.33,32.67,85,13.33,80.33
"1971-02-12",185,13,98,87.4,30.4,21.67,3.17,23.83,93.33,7.5,68.67
"1971-02-13",217,15,109,82.8,36.2,19.67,4,22.33,96.67,14.17,66
"1971-02-14",176,9,94,70.4,60.8,17.67,2.83,20.5,86.67,11.33,57.17
"1971-02-15",197,11,106,60.6,71.8,5.33,2.17,9.17,43.33,4.5,38.33
"1971-02-16",176,12,90,56.4,76,7.33,1.5,8.67,45,3.17,44.83
"1971-02-17",170,17,97,61.2,69.8,8,1.83,7.17,38.33,2.83,34.83
"1971-02-18",189,9,118,63.8,64.4,13.17,2.67,10.83,55,5,61.33
"1971-02-19",188,10,93,55.4,70,11.5,2.5,9,58.33,2.5,56.67
"1971-02-20",203,9,113,61.4,34,6.67,1.67,5.83,36.67,3.17,34.5
"1971-02-21",192,10,108,64,54.4,8.17,2.67,8.83,55,4.5,39.17
"1971-02-22",209,14,118,58.6,61.6,9.17,2.33,10.17,50,4,48.5
"1971-02-23",185,12,100,65.2,50.4,9.17,2,7.5,46.67,4.33,38.83
"1971-02-24",202,10,122,68.2,48.4,11.5,3.67,14.67,65,5.67,55.17
"1971-02-25",188,7,111,63.2,53.2,9,3,9,51.67,4.83,47.33
"1971-02-26",201,15,106,64.6,24,7.83,3.17,6,48.33,4.33,43
"1971-02-27",181,6,90,60.8,32.2,4.67,2.17,5.33,43.33,3.83,32.17
"1971-02-28",182,12,95,57.6,45.8,3.83,2,5,36.67,4,32.5
"1971-03-01",193,12,103,58.2,33.4,5.33,2.83,4.67,38.33,4.67,32.5
"1971-03-02",214,15,100,61.6,25,10.67,4.33,9.5,51.67,3.83,62.5
"1971-03-03",186,7,112,71.4,26,11.5,4.17,12.17,86.67,6,56.83
"1971-03-04",208,9,111,65.4,53.4,12.67,5,18.33,86.67,5,66.17
"1971-03-05",168,4,97,65.2,43.6,12.5,3.33,10.67,60,4,51.17
"1971-03-06",190,14,92,72,24,11.33,2.33,9.5,61.67,4.33,46.67
"1971-03-07",221,11,112,73,26,9.83,2,8.33,73.33,5,44.83
"1971-03-08",191,6,107,65,55.6,10.33,3.83,12.67,80,4.67,55.67
"1971-03-09",193,12,104,63,63.6,6.33,4.5,10.33,50,6.33,36.5
"1971-03-10",184,8,95,59.4,67.8,8.17,2.33,9.67,55,3.5,44.83
"1971-03-11",157,9,95,62.6,71,10.5,4.33,12.67,96.67,6.17,57
"1971-03-12",181,6,107,60.4,72.4,6.83,2.33,7.5,63.33,5.67,40.17
"1971-03-13",196,20,98,65.4,50.6,3.17,1.83,3.5,30,3.67,18.83
"1971-03-14",195,17,111,65.2,50,6.83,2.17,6.33,56.67,5.67,34.67
"1971-03-15",194,10,124,72.8,50.2,9.83,4.17,14.17,58.33,7.33,53.33
"1971-03-16",229,20,119,81.8,38.4,11.17,3.33,14.17,68.33,7.5,58
"1971-03-17",186,16,87,70.8,56.8,9.83,4.83,11.33,86.67,6.33,55
"1971-03-18",194,13,106,78.8,46.8,9.67,3,11.5,68.33,5.17,50
"1971-03-19",222,19,99,77,41.4,12,3.33,14.33,86.67,5.67,57.5
"1971-03-20",208,13,115,67,60.8,8.67,2.17,10,71.67,8.83,47.83
"1971-03-21",172,14,86,66.2,66.2,5.67,3.17,9.33,48.33,9.83,35.67
"1971-03-22",189,15,101,70.2,66.8,7.17,4.5,14.67,68.33,11,50.67
"1971-03-23",182,19,97,65.2,72.6,7.67,5.5,15.17,58.33,7.67,52.5
"1971-03-24",191,9,90,63.4,72.4,5.83,3.17,11.33,53.33,7.5,43.83
"1971-03-25",188,8,108,62,75.6,6.5,3,11.17,50,6.17,46.5
"1971-03-26",191,15,102,69.6,69.6,5.67,2.67,8.33,41.67,8.5,38.5
"1971-03-27",196,12,113,66.2,71.6,5.67,2.17,7.17,45,5.33,32.33
"1971-03-28",175,12,93,74,66.8,8.33,4.17,11,58.33,11.67,45.17
"1971-03-29",183,13,97,83,51.2,13,5.5,27,113.33,13.67,65.5
"1971-03-30",177,10,84,69.2,69.2,8,3.5,13.17,65,10.83,45.33
"1971-03-31",175,13,96,70.4,61.6,10.17,3.33,12.67,58.33,9.33,52.83
"1971-04-01",183,11,112,82,35.4,13.67,3.33,19.33,71.67,13.17,62
"1971-04-02",189,9,95,80.6,32.6,11.67,7.17,16,68.33,12,57.17
"1971-04-03",186,7,94,85.4,34,9,7,13.5,56.67,9,45.83
"1971-04-04",199,7,112,90.4,19,9.83,3.83,9.33,50,9.17,38.83
"1971-04-05",207,13,111,86.8,29.4,9.5,3.67,18.67,68.33,14,53.17
"1971-04-06",198,10,115,77.6,41.6,10.17,3.5,16.17,65,11.5,57.17
"1971-04-07",163,7,75,65.8,59.6,5.67,1.83,7.83,48.33,5.17,35.5
"1971-04-08",168,8,94,68.2,59.8,7.67,2.83,8,41.67,8,39.33
"1971-04-09",173,4,96,71.2,59.4,8.17,4.5,12.33,53.33,13.17,46.5
"1971-04-10",185,10,91,73.8,55.4,9.5,3.5,11.33,66.67,11.5,43.83
"1971-04-11",155,12,84,74,53,7.33,3,9,76.67,12.33,44.67
"1971-04-12",180,4,106,74.2,59.8,8,4.5,13.5,70,13.33,45.5
"1971-04-13",150,10,90,71.2,65.8,8.33,4.5,15,78.33,9.67,51.67
"1971-04-14",155,12,84,59.6,75.2,5.17,1.33,6.5,35,2.83,27.83
"1971-04-15",172,5,97,70.4,68,6.33,2.5,9.83,41.67,9,34.67
"1971-04-16",163,9,85,64.2,73.2,5.33,1.83,6.83,30,4,30.5
"1971-04-17",168,5,84,59.4,61.8,3.67,1.33,4.67,31.67,4,17.83
"1971-04-18",175,5,96,64.4,47.4,4.17,1.33,5.5,46.67,4.17,32.33
"1971-04-19",173,7,102,64.4,63,5.5,1.5,4.83,36.67,4.17,27.17
"1971-04-20",179,7,109,60.6,65.6,4.17,1.67,6.17,38.33,4.33,24.5
"1971-04-21",161,6,80,62.2,47.2,4.17,2.33,6.67,33.33,4.83,27.5
"1971-04-22",158,7,85,68,47.2,6.67,2.5,9.83,45,7.17,39.67
"1971-04-23",174,11,92,68.2,54.2,7.17,2.5,12.17,51.67,7.17,40.33
"1971-04-24",178,9,109,63.4,61.2,5.17,1.83,5.83,31.67,6.33,24.83
"1971-04-25",159,4,83,60.2,60.6,3.67,2.17,5.5,35,3.83,16.5
"1971-04-26",169,12,85,61.2,57,6.5,1.83,7.33,56.67,4.17,40.33
"1971-04-27",172,9,101,66.6,54.8,8.33,2.83,9.17,53.33,5.83,46.83
"1971-04-28",162,5,89,63.6,63.4,4.83,2.17,8.83,31.67,4.83,27.33
"1971-04-29",177,12,96,66.4,64.8,5.17,3.33,9,36.67,7.17,32.83
"1971-04-30",183,3,100,71,65.2,8.33,4,13.5,51.67,10.5,54.83
"1971-05-01",187,7,101,65,69.4,4.83,2.33,8.17,31.67,9.17,30.83
"1971-05-02",161,7,79,68.4,62.2,5.83,2.67,7.83,46.67,7.67,29.33
"1971-05-03",183,6,97,65.2,62.4,5.17,2.83,7.5,41.67,3.5,32.83
"1971-05-04",166,6,94,65,63.8,5.17,2,6.5,36.67,3.83,35.67
"1971-05-05",156,6,88,62,70.4,5.5,2,7.67,38.33,2.33,36
"1971-05-06",149,9,81,56.6,80,5.5,1.5,6.17,33.33,2.83,43.5
"1971-05-07",182,15,92,67.4,62.6,7.67,2.33,6.5,46.67,4,34.17
"1971-05-08",166,6,86,67.2,66.4,7,2.33,8,55,6,40.5
"1971-05-09",173,6,97,71.2,60.6,6.17,3,9.5,56.67,8.5,29.33
"1971-05-10",137,4,79,71.4,67.6,6.83,4.17,15.17,58.33,9.33,41.67
"1971-05-11",171,5,96,70.6,73.4,5.83,2.5,11.17,36.67,10.33,40.67
"1971-05-12",180,8,91,70.6,74.6,6.83,2.83,10.33,43.33,12,40.17
"1971-05-13",166,4,89,74.6,69.4,8,4.83,15,65,13,45.83
"1971-05-14",181,6,98,71.8,72.2,5.83,2.83,9.83,90,7.33,35.33
"1971-05-15",167,10,93,72.6,67,5,2.33,7.67,31.67,9.17,24.33
"1971-05-16",182,9,100,79.2,56,5.17,2,7.5,36.67,7.17,27
"1971-05-17",186,7,98,84.8,30.8,5.33,2.5,6.67,36.67,6,25.67
"1971-05-18",169,12,86,85.2,24.4,9,4.17,12.67,51.67,9.5,45.17
"1971-05-19",162,9,89,84.6,33.6,8.67,4.5,13.67,55,15,49.67
"1971-05-20",174,5,87,73.4,61.6,7,3.33,11.83,53.33,8.17,35.83
"1971-05-21",160,5,76,64.4,59.6,4.67,1.67,6.33,36.67,4.17,21.33
"1971-05-22",178,8,100,66.2,61.8,4.17,1.5,6.5,35,5.17,24.5
"1971-05-23",152,6,64,70,64,4,2.33,7.33,50,9,29.17
"1971-05-24",176,4,97,77.6,62.2,7.17,3.33,16.33,70,12.17,47.5
"1971-05-25",162,3,98,75.6,65.4,5.67,4,16,56.67,10.33,48.17
"1971-05-26",150,6,84,68.6,69.8,3.67,2.33,7.83,35,4.83,23.67
"1971-05-27",156,7,87,63.2,63.4,3.17,1.67,5.17,30,2.67,20.67
"1971-05-28",166,6,88,61.6,75.8,4,2.33,6.67,33.33,2.33,23.67
"1971-05-29",186,7,106,65.8,71.6,3.17,2.17,5,38.33,4.33,17.17
"1971-05-30",176,8,80,63.4,74.4,2.67,2.17,5.17,26.67,5,17
"1971-05-31",197,6,104,66.6,59.6,3.17,1.83,5.67,30,4.67,18
"1971-06-01",180,10,92,68.8,56,5.33,1.83,8.17,43.33,7.67,34.5
"1971-06-02",168,4,93,65.8,64.2,4.17,2,7.17,43.33,4.17,30.5
"1971-06-03",177,11,94,68,62.6,4.17,1.5,7.17,41.67,5.5,24.83
"1971-06-04",162,2,82,73.4,60.4,6.17,2.33,11.83,71.67,10,41.17
"1971-06-05",154,6,70,73.2,67.4,5.5,2.17,10.17,53.33,12.17,36.17
"1971-06-06",235,7,112,73.2,66.8,2.67,1.67,8.83,31.67,11.17,26.67
"1971-06-07",180,3,92,69,67.8,4,2.17,9.33,33.33,7,32.17
"1971-06-08",164,8,80,67.4,74.8,5.17,2.33,9.33,35,5.67,33.17
"1971-06-09",159,9,63,65.4,75.4,4.33,2.5,7.33,33.33,4.33,29.67
"1971-06-10",174,7,97,63.8,77.4,4.67,1.67,7.83,40,2.67,34.17
"1971-06-11",165,9,88,72.2,67.4,5.17,2.5,9.83,46.67,7.67,34.33
"1971-06-12",173,5,84,78.8,61.8,5.83,2.5,10.83,56.67,11.83,34.17
"1971-06-13",176,7,91,80,62.4,4.5,2.83,10.83,53.33,15,30.17
"1971-06-14",174,8,87,87.6,50.4,7.67,4.17,19.83,71.67,18.83,52.83
"1971-06-15",149,0,90,86.2,54.4,10,5.17,25.5,78.33,19.5,64.67
"1971-06-16",171,4,86,83,57.4,8,4.5,19.83,68.33,16.17,56.83
"1971-06-17",190,7,102,78.8,63.6,7,4.67,17.83,73.33,11.33,50
"1971-06-18",146,6,72,80,63.2,5.83,4.5,17,53.33,14.5,43.17
"1971-06-19",172,10,82,81.8,61,7,4.5,16.83,71.67,20,45
"1971-06-20",171,7,80,90,50,8.33,5.17,17.83,57.5,21.67,43.5
"1971-06-21",179,10,83,84.4,58,7.5,3,18,43.33,14.83,47.17
"1971-06-22",180,9,86,83.4,60.8,6.5,6.17,15.67,53.33,15.83,46.33
"1971-06-23",168,7,82,84.2,58.4,6.17,4.33,17.33,51.67,16.5,53.5
"1971-06-24",181,6,96,77,67.4,5.67,4.67,14.5,41.67,10.83,42.5
"1971-06-25",158,3,89,77.4,69.2,5,3.83,11.83,38.33,10.83,37.83
"1971-06-26",146,7,79,76.6,69.8,3.67,2.67,7.83,30,10.5,28.83
"1971-06-27",167,6,88,76,71.2,3.33,1.5,5.83,30,10,24.5
"1971-06-28",176,10,101,75.6,64.8,4.67,2.17,7.67,30,6.67,24.17
"1971-06-29",175,5,91,78.4,63,5.67,2,10.33,51.67,10.17,33.33
"1971-06-30",151,3,71,78.2,62.4,5.17,3.83,11.67,50,9.33,36.33
"1971-07-01",144,10,67,77.8,63.6,6.17,3.5,13.33,46.67,10.67,38.67
"1971-07-02",168,6,82,78.8,63.2,5.5,3.33,11.5,53.33,13,38.83
"1971-07-03",183,6,83,80.2,62,4.5,3,10.5,31.67,12.5,27.5
"1971-07-04",160,9,82,79.4,63.4,4.33,3.33,8.83,40,13,27.67
"1971-07-05",160,8,68,79.2,63.8,4.5,3.67,10,38.33,11.5,29
"1971-07-06",183,7,100,80.2,62,6,3,11.17,38.33,12.33,35.33
"1971-07-07",174,10,91,80.6,61.2,6.33,3.33,12.17,40,14.33,41.5
"1971-07-08",167,7,93,83.2,58,7.17,4.83,18.67,63.33,17.83,50.67
"1971-07-09",159,7,86,88,50.4,10,5.33,22.33,76.67,17.5,58.67
"1971-07-10",178,9,95,91,42.8,9,5.83,22.5,70,16.67,51.83
"1971-07-11",192,6,93,95.4,36.8,7.67,4.83,15.17,61.67,17.67,49.33
"1971-07-12",181,8,85,89.4,47.6,8.83,3.83,19.83,78.33,12.67,51.17
"1971-07-13",159,4,88,90.6,49.4,8.33,5.83,19.5,61.67,17.5,59.67
"1971-07-14",179,9,99,83.2,60.8,6.5,3.17,16.33,56.67,13.67,44.67
"1971-07-15",171,7,86,81.4,64,5.33,2.67,12.17,41.67,10.67,40
"1971-07-16",173,8,94,84.2,59,6,2.83,13.83,51.67,9.33,40.67
"1971-07-17",183,5,87,88.8,57.8,6.17,2.83,14.67,48.33,12.33,35.83
"1971-07-18",172,12,98,87.8,54.6,4.83,3,10,50,11.33,37.5
"1971-07-19",151,3,82,84.6,60,6.33,5.5,13.83,48.33,10.67,39
"1971-07-20",156,6,81,84.8,62.8,5.83,4.5,13.33,41.67,13.83,43
"1971-07-21",189,11,97,84.4,63.8,6,3.67,13,45,13.83,38.33
"1971-07-22",159,9,94,83.8,67.4,6.17,3.17,12,38.33,13.83,43
"1971-07-23",162,3,78,84.2,64.4,5.67,3.67,11.67,38.33,12.5,34.67
"1971-07-24",168,3,82,83,66,4,3.17,8.33,33.33,12.5,26.33
"1971-07-25",175,8,100,83,64,4,3.17,8.17,33.33,13,22.33
"1971-07-26",174,9,87,82.2,65.6,5.67,3,11.33,38.33,15,40.33
"1971-07-27",138,8,62,83.6,63,6,4.5,15,46.67,15.67,42.33
"1971-07-28",136,6,61,83,66,6.83,4.67,14.33,48.33,12.67,44.83
"1971-07-29",138,6,76,89.6,57,7.67,4.17,13.17,48.33,13.33,46.17
"1971-07-30",183,11,89,89.6,53.4,8.83,4,15.17,63.33,14.67,49.33
"1971-07-31",189,8,89,91.8,52,7,5.5,16.33,55,15,37
"1971-08-01",190,5,99,92.8,51.4,5.83,4.17,13.17,48.33,14.17,30.33
"1971-08-02",194,10,111,94,49.2,8.17,4.5,19.33,53.33,11.5,46.5
"1971-08-03",178,8,89,94.4,48.2,8.17,5.33,21,70,17,52.83
"1971-08-04",189,13,90,94.8,52,8.33,4.67,19,51.67,13.33,50.17
"1971-08-05",178,7,99,94,48.6,9.67,5.83,17,55,14.67,52.5
"1971-08-06",200,8,114,95.4,42,9.83,12.83,23.17,61.67,19.33,54.83
"1971-08-07",202,9,119,93.2,50.8,7.17,4.5,12.5,56.67,15.33,33.33
"1971-08-08",170,5,96,95,47.6,7.5,4.67,14,51.67,21.17,35
"1971-08-09",195,11,106,94.2,47,10,5.33,18.17,65,16.17,47.67
"1971-08-10",185,14,91,93.6,52,7.83,3.83,11.5,66.67,11,43.83
"1971-08-11",185,11,89,90.4,55.2,8,6.5,15,55,13,46
"1971-08-12",171,5,90,88,56.6,6.67,4.17,13.17,56.67,10.67,38.33
"1971-08-13",180,6,103,86,62,5.17,3.5,10,36.67,9,34.5
"1971-08-14",176,6,97,84.2,64,4.33,3.5,8,36.67,9.5,24.67
"1971-08-15",171,5,96,85.8,65.8,4.17,3.33,7.33,30,11.67,23.33
"1971-08-16",155,9,90,85.6,64,6,4.5,11.17,43.33,12.5,44.67
"1971-08-17",166,12,78,86,63.8,6.17,3.17,9.67,45,10.83,38
"1971-08-18",153,3,94,86.2,63.4,7.17,4,12.83,63.33,13.83,41.67
"1971-08-19",160,7,82,85.2,64,6.5,3.5,10.33,48.33,13.33,37.67
"1971-08-20",179,9,88,83.6,64,4.83,3.17,7,33.33,9.17,31
"1971-08-21",157,9,74,81.8,62.6,3.5,2.83,6.5,30,9.67,23
"1971-08-22",170,5,86,83,64.2,3.83,3.33,5.83,31.67,13.33,26.67
"1971-08-23",155,6,89,83.6,64.4,5.83,3.33,9.83,45,13.5,39.17
"1971-08-24",160,2,87,81.6,64.2,4.5,3.17,7.17,33.33,10.67,32.83
"1971-08-25",175,7,86,85.4,60.6,5.5,3.83,10,38.33,13.17,35.83
"1971-08-26",181,6,88,92.8,47.2,10.83,4,14.5,61.67,14.83,51.5
"1971-08-27",171,9,86,93.2,42,12.5,4.5,16.5,81.67,18.17,57.17
"1971-08-28",177,7,85,93.2,45.6,9.67,6.83,14.17,75,19.5,46.83
"1971-08-29",169,9,101,90.6,48.6,7.33,5.17,12.33,60,17.17,35
"1971-08-30",166,5,83,84,55.8,7.5,3.5,10.5,70,10.33,44.17
"1971-08-31",165,5,79,81.6,61,7.83,5.33,13.83,56.67,11.67,43
"1971-09-01",169,5,86,82.8,62.4,6.5,2.83,11.5,68.33,12,41.33
"1971-09-02",165,9,80,80.4,66.4,4.33,4,8.67,35,11.67,31.33
"1971-09-03",156,9,79,81.6,61.8,5.33,2.17,9.17,40,11.67,30.5
"1971-09-04",163,6,88,85.8,62.6,6.67,5.33,13,51.67,17.67,36.83
"1971-09-05",184,8,102,86.2,56.6,5.33,2.83,9.5,70,12.67,25.5
"1971-09-06",175,5,95,89.6,55.2,5.67,2,8.33,58.33,6.33,28.33
"1971-09-07",185,11,98,91.6,51,8.83,4.83,16.83,56.67,15.5,54.33
"1971-09-08",190,7,98,95.2,48.4,12.17,10.67,20.67,80,19.33,63.5
"1971-09-09",165,6,84,90.4,50.6,9.17,6.67,17.5,66.67,16,47.5
"1971-09-10",195,10,110,92.6,51.6,11.33,5.5,20.83,76.67,16.83,59.33
"1971-09-11",167,6,81,99,44.8,11.17,4.67,20.67,68.33,19,57.33
"1971-09-12",172,8,95,104.4,39.4,13,5.17,18,90,23.17,56.83
"1971-09-13",202,8,112,105,37.6,17.17,8,27,86.67,21.5,72.17
"1971-09-14",189,12,106,93.4,56.6,8.67,4.67,16.5,56.67,17,46
"1971-09-15",155,10,79,84.2,67.4,5.17,2.83,10.33,35,9.33,35.67
"1971-09-16",184,13,83,77.2,74.2,5.17,3,10.17,43.33,4.17,38
"1971-09-17",167,7,91,77.2,72.2,5,3,7.5,40,4.17,27.83
"1971-09-18",187,7,97,86.4,62.8,5.67,3.17,8.67,38.33,14,29.83
"1971-09-19",155,9,78,87.8,51.8,7,2.67,9.67,55,8.17,34
"1971-09-20",163,3,84,77.4,64.8,6.67,4,9,48.33,7.17,37.83
"1971-09-21",142,5,86,75.6,66.2,4.67,3,7,30,7.33,32.5
"1971-09-22",174,5,93,79.8,63.8,7,2.83,9.5,48.33,10,44.33
"1971-09-23",165,4,93,85.6,52.8,12.17,4,22,86.67,15.17,66.5
"1971-09-24",192,6,100,84.6,49.4,13.83,4.67,19.67,81.67,12.67,69.33
"1971-09-25",177,6,82,74.2,60.8,6.5,2.33,5.67,36.67,5.5,29
"1971-09-26",183,6,91,74.2,60.6,7,2.17,6.17,45,6.67,33.17
"1971-09-27",155,5,82,74.4,58.8,8.33,2.5,9.5,46.67,7.17,44.17
"1971-09-28",162,8,86,76.6,55,9.83,3.83,12,51.67,10.17,56.17
"1971-09-29",157,7,83,74.2,57.4,10.5,3.83,13.67,56.67,8.33,58.5
"1971-09-30",155,6,80,70.8,61.8,6.83,2.5,7.33,38.33,3.83,39.33
"1971-10-01",159,9,71,77.8,43,9.5,2.5,11.33,46.67,7.67,49.83
"1971-10-02",197,10,98,82.6,35.6,11.5,2.83,13.17,58.33,9.67,51.17
"1971-10-03",170,7,81,85.6,34.2,11.17,3.5,14,66.67,8.83,51.83
"1971-10-04",183,11,109,93.4,22.6,16.83,3,19.67,60,7.33,72.17
"1971-10-05",175,16,86,99.4,18.8,14.33,3.5,13.83,61.67,7.33,65.17
"1971-10-06",188,8,93,100.8,19.6,16.17,3.17,14,66.67,7,58.17
"1971-10-07",165,6,94,95.8,26.6,13.33,4.83,17.17,68.33,11.5,63.33
"1971-10-08",184,9,94,88,48.8,14.83,5.33,22.83,95,18.67,67
"1971-10-09",211,12,120,89.4,53.4,15.67,7.5,24.5,103.33,24,69.33
"1971-10-10",167,6,93,100,32,14,7.17,19.67,68.33,17.5,57
"1971-10-11",183,12,104,96.8,33.4,15.5,10.5,21.83,70,17.17,74.33
"1971-10-12",187,5,110,84.8,55.6,16.17,6.83,28.17,86.67,13.5,79.17
"1971-10-13",157,7,86,80,67.4,13.17,9.67,28.33,83.33,14.5,89.5
"1971-10-14",158,9,89,73,73.8,5,2.83,8.67,35,5.83,37.33
"1971-10-15",176,10,87,68.2,70,5,2.33,6,30,3.5,29.83
"1971-10-16",155,9,70,62.2,59,4.5,1.83,4.5,28.33,2.5,30.5
"1971-10-17",163,7,85,63.4,62.2,6.17,2.17,5.83,36.67,3.33,42.5
"1971-10-18",172,11,97,67.4,56.4,8.5,2.17,10,41.67,4.5,57
"1971-10-19",182,8,94,75.8,41.6,13,2.5,13,53.33,7.83,91.67
"1971-10-20",194,7,101,79.8,37.6,16,3.83,15.33,71.67,6.83,78
"1971-10-21",172,6,92,80.8,44,16.83,7.83,21.17,73.33,9.83,85.33
"1971-10-22",160,9,88,84,35.8,15.67,3.83,22.67,110,11.17,81.33
"1971-10-23",197,11,103,73.4,60.8,13.5,2.67,12.33,85,6.67,57.67
"1971-10-24",164,8,79,64.6,67.4,6.17,1.17,5,38.33,2.83,53.83
"1971-10-25",196,10,107,65.6,62.4,9.17,2.83,8.33,45,4,53.83
"1971-10-26",212,17,103,67.6,69,8.83,2.5,8.33,50,4,51.17
